lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-4389.9912229552265,-2.2604611087129194,-5.381940260940983,100,19,1,0,0.49962902069091797,0.5024950504302979,0,FROB-0,0,0.019680023193359375
-3419.2268513532067,-2.485833938168837,-5.606645100782986,100,18,1,0,0.604428768157959,1.1114501953125,0,FROB-0,0.5233255873799286,
-2953.802202874292,-2.1584335383770967,-5.313965492427251,100,18,1,0,0.735849142074585,1.8501269817352295,0,FROB-0,0.7742295499392176,
-2735.896751246965,-2.003973049978268,-4.151680391559348,95,14,1,0,0.7300958633422852,2.5866429805755615,0,FROB-0,0.8916993518829897,
-2694.3252258752204,-0.5991019369693102,-1.1520281929422023,100,18,1,0,0.9038000106811523,3.493870973587036,0,FROB-0,0.9141099837210179,
-2687.028259741343,-0.39493797973379113,-0.8517181194811136,100,19,1,0,0.9058921337127686,4.402508974075317,0,FROB-0,0.9180436767981558,
-2670.7942780534204,-0.2996276807625971,-0.7151759285330113,100,20,1,0,1.0488979816436768,5.454150199890137,0,FROB-0,0.9267951908121352,
-2658.2191331615195,-0.3705284765613184,-0.7942449213869007,100,18,1,0,1.0233960151672363,6.48025107383728,0,FROB-0,0.9335742767360258,
-2648.6107826431817,-0.49945125892428427,-0.7557823204506761,100,18,1,0,1.026310920715332,7.510682106018066,0,FROB-0,0.9387540050262837,
-2642.2985182616103,-0.49834375220490146,-0.7719651902585107,100,19,1,0,0.929872989654541,8.444676160812378,0,FROB-0,0.9421568590677147,
