lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-1317.5,-1.7125088147890424,-9.78031618683847,100,12,1,0,0.003340005874633789,0.004920005798339844,0,EIG-0|10|5|3|1,0,0.0331118106842041
-1315.6169025821755,-2.125845915304267,-13.590038350227418,100,13,1,0,0.0019600391387939453,0.00831294059753418,0,EIG-0|10|5|3|1,0,
-1238.6848950364144,-2.170014381841319,-12.49490104556292,100,10,1,0,0.006822824478149414,0.01653003692626953,0,EIG-0|10|5|3|1,0,
-1159.5118207149226,-1.6199535270531356,-1.6199535270531356,100,1,1,0,0.0064849853515625,0.024392127990722656,0,EIG-0|10|5|3|1,0,
-1152.5115495906048,-1.6612558894630194,-11.398586048356584,100,13,1,0,0.002193927764892578,0.02797412872314453,0,EIG-0|10|5|3|1,0,
-1107.441848281024,-1.9040578794701604,-5.147193048446875,100,3,1,0,0.0068399906158447266,0.03618192672729492,0,EIG-0|10|5|3|1,0,
-1082.488894492844,-1.810179754581749,-4.688197308797141,100,3,1,0,0.006167888641357422,0.043725013732910156,0,EIG-0|10|5|3|1,0,
-1065.9516255222713,-1.2165165205408655,-1.2165165205408655,100,1,1,0,0.005167961120605469,0.050269126892089844,0,EIG-0|10|5|3|1,0,
-1062.1084642338387,-1.3094547488866488,-6.8133743289204185,100,13,1,0,0.002370119094848633,0.05401420593261719,0,EIG-0|10|5|3|1,0,
-1055.1571651420513,-1.1798805856510108,-5.4210313106797905,100,13,1,0,0.006433010101318359,0.061840057373046875,0,EIG-0|10|5|3|1,0,
-1046.3213650447624,-1.3379799273023327,-5.045521621998672,100,13,1,0,0.006893157958984375,0.07010698318481445,0,EIG-0|10|5|3|1,0,
-1038.9763925824038,-1.0739928869777433,-4.455787069223335,100,12,1,0,0.0071790218353271484,0.07865595817565918,0,EIG-0|10|5|3|1,0,
-1034.3625212836919,-0.9790907938386166,-2.4567503922043232,100,3,1,0,0.006281137466430664,0.08630490303039551,0,EIG-0|10|5|3|1,0,
-1032.3111213655081,-0.7246036164840949,-4.480005463753898,100,13,1,0,0.004465818405151367,0.09213900566101074,0,EIG-0|10|5|3|1,0,
-1026.7474441251254,-1.0658861702121958,-4.075989094584867,100,10,1,0,0.006972074508666992,0.10058999061584473,0,EIG-0|10|5|3|1,0,
-1020.0280962940516,-0.8398945487614479,-0.8398945487614479,100,1,1,0,0.007230043411254883,0.10918283462524414,0,EIG-0|10|5|3|1,0,
-1017.4929532112566,-0.9196783868376972,-0.9196783868376972,100,1,1,0,0.005182981491088867,0.11580801010131836,0,EIG-0|10|5|3|1,0,
-1015.289644732099,-0.8271599387071095,-0.8271599387071095,100,1,1,0,0.004855155944824219,0.12207293510437012,0,EIG-0|10|5|3|1,0,
