lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-1317.4947728236602,-1.447975472972849,-8.091936189264818,100,12,1,0,0.23629403114318848,0.23813819885253906,0,EIG-0,0,0.012243986129760742
-1231.4338615925508,-2.0219619937794926,-12.114215517323824,100,13,1,0,0.2209911346435547,0.46093010902404785,0,EIG-0,0,
-1141.2092862248483,-1.9111962236605202,-12.142925597636397,100,13,1,0,0.22020196914672852,0.68290114402771,0,EIG-0,0,
-1075.5148039225485,-1.5140301412298511,-9.910335144874141,99,11,1,0,0.2537269592285156,0.9386172294616699,0,EIG-0,0,
-1035.46454372557,-1.1961905515053188,-5.282001552580658,100,11,1,0,0.23731017112731934,1.1779708862304688,0,EIG-0,0,
-1022.0620564002089,-1.0260452660954473,-4.507176965133598,100,11,1,0,0.2523179054260254,1.4328289031982422,0,EIG-0,0,
-1013.0999896837417,-0.8031126258788276,-4.0400629120710745,100,12,1,0,0.25975990295410156,1.6947321891784668,0,EIG-0,0,
-1006.5386070074993,-0.9397626137545287,-3.936489992089664,97,12,1,0,0.26184797286987305,1.9587619304656982,0,EIG-0,0,
-1001.1158453738435,-0.7537796956924547,-3.3157934374896696,100,11,1,0,0.2868490219116211,2.247654914855957,0,EIG-0,0,
-997.3585103937643,-0.6754523247641067,-3.6061276505638276,97,11,1,0,0.277785062789917,2.5272200107574463,0,EIG-0,0,
-991.5412342426788,-0.870311120162823,-3.6389527872527574,100,12,1,0,0.2833890914916992,2.8123562335968018,0,EIG-0,0,
-987.2054691319182,-0.6474671482580668,-3.803567515388403,100,13,1,0,0.2895979881286621,3.1036758422851562,0,EIG-0,0,
-981.971717964365,-1.4753853980836436,-4.380010754664096,100,11,1,0,0.30776405334472656,3.4138429164886475,0,EIG-0,0,
-979.6225174644406,-0.7174545412261317,-3.8620721148535315,100,12,1,0,0.2671329975128174,3.683290958404541,0,EIG-0,0,
-977.3585128927539,-0.9147748653533665,-2.7138961180469265,100,12,1,0,0.3191812038421631,4.004296064376831,0,EIG-0,0,
-975.6601396536319,-0.6729030290958903,-2.5469255358579628,100,12,1,0,0.33582210540771484,4.341917991638184,0,EIG-0,0,
-974.3395295411098,-0.7745825237402598,-2.927033859714416,100,11,1,0,0.2830839157104492,4.6267499923706055,0,EIG-0,0,
-973.106184177275,-0.7429113265846102,-3.011831796213708,100,11,1,0,0.31551218032836914,4.944004058837891,0,EIG-0,0,
-971.594933622743,-0.6689040204591798,-3.310963655021622,100,12,1,0,0.28695011138916016,5.233483076095581,0,EIG-0,0,
-970.5312896690615,-0.7926801766229683,-3.202422060811922,100,11,1,0,0.32744503021240234,5.562986135482788,0,EIG-0,0,
-969.0931152471031,-1.0062138450886051,-3.672129318189146,100,12,1,0,0.30591607093811035,5.870687961578369,0,EIG-0,0,
-968.0751182658954,-0.6502522202446681,-3.039414999595032,99,11,1,0,0.33176684379577637,6.205068111419678,0,EIG-0,0,
-967.311986179759,-0.930627687314291,-2.8534305027898723,100,12,1,0,0.340770959854126,6.547652244567871,0,EIG-0,0,
-966.5435247322474,-0.47160139000262996,-2.892316963483866,100,13,1,0,0.3323848247528076,6.881793022155762,0,EIG-0,0,
-965.7384713251972,-0.6331915976461359,-2.630019969425132,100,12,1,0,0.3505859375,7.234308242797852,0,EIG-0,0,
-965.01323392304,-0.49142203454003425,-2.433186972627167,100,12,1,0,0.30939316749572754,7.54552698135376,0,EIG-0,0,
-964.2546449509831,-0.6946582429816568,-2.7510436696208416,100,12,1,0,0.28341078758239746,7.830923080444336,0,EIG-0,0,
-962.9180433385728,-0.7810752745102528,-3.0801213989896543,100,11,1,0,0.30892300605773926,8.141654968261719,0,EIG-0,0,
-961.8972029052446,-0.5376556468115034,-2.6661221670778654,100,11,1,0,0.29680609703063965,8.440229177474976,0,EIG-0,0,
-960.9747652822035,-0.7160182234195749,-2.9480705452716123,100,12,1,0,0.3213531970977783,8.76332402229309,0,EIG-0,0,
-960.1113107423679,-0.6120526827495385,-2.5238888004043027,100,12,1,0,0.3640589714050293,9.12911319732666,0,EIG-0,0,
-959.5087660895855,-0.525265970236166,-2.347254665237881,100,12,1,0,0.35419607162475586,9.485091209411621,0,EIG-0,0,
-958.9180708935313,-0.558192486541811,-2.24836557123589,100,11,1,0,0.3693537712097168,9.856202125549316,0,EIG-0,0,
-958.4452728547875,-0.5379165382716038,-2.437600511076174,100,12,1,0,0.30669498443603516,10.165333032608032,0,EIG-0,0,
-957.59896440114,-0.683533531060925,-2.7418495746759795,100,11,1,0,0.3525550365447998,10.52089810371399,0,EIG-0,0,
-957.1121929815075,-0.5052457856087313,-2.323032109962513,100,12,1,0,0.3553440570831299,10.877990961074829,0,EIG-0,0,
-956.4555951582146,-0.616848841472219,-2.5878777685350385,100,11,1,0,0.34249091148376465,11.22222900390625,0,EIG-0,0,
-956.0179126738598,-0.6720357643565777,-2.4400308017158707,100,13,1,0,0.3680880069732666,11.592101097106934,0,EIG-0,0,
-955.5547690477209,-0.671621708536978,-2.843216740643901,100,12,1,0,0.3419380187988281,11.935792922973633,0,EIG-0,0,
-955.0281313920333,-0.6407538561824762,-2.9722957294139354,100,11,1,0,0.33491992950439453,12.27312684059143,0,EIG-0,0,
-954.5753134933224,-0.6188759069873829,-2.8253186508267234,100,12,1,0,0.34554195404052734,12.620469093322754,0,EIG-0,0,
-954.045991242097,-0.6866847331050119,-2.5274909921657565,100,13,1,0,0.3254060745239258,12.947689056396484,0,EIG-0,0,
-953.6966985400443,-0.533095636715015,-2.522017716592477,100,12,1,0,0.2973158359527588,13.247765064239502,0,EIG-0,0,
-953.2691357065604,-0.7809260240128948,-3.1539918617817233,100,11,1,0,0.3446030616760254,13.594544172286987,0,EIG-0,0,
-952.6176054556448,-0.5320203496632462,-2.5922364632556096,100,12,1,0,0.33381104469299316,13.930207967758179,0,EIG-0,0,
-952.1103446139027,-0.5673549816521912,-2.6737562018399617,100,11,1,0,0.34734296798706055,14.279353141784668,0,EIG-0,0,
-951.4572552442673,-0.6355672128435751,-2.7262034676008424,100,12,1,0,0.31099987030029297,14.592252969741821,0,EIG-0,0,
-950.7404186444093,-0.7248418038550289,-2.9575587958457907,100,12,1,0,0.3055109977722168,14.899553060531616,0,EIG-0,0,
-950.253489375267,-0.5809111408015998,-2.149063854954414,100,11,1,0,0.3590409755706787,15.260475873947144,0,EIG-0,0,
-949.9387703874017,-0.42958723887819333,-2.342390297035954,100,12,1,0,0.3588888645172119,15.621230125427246,0,EIG-0,0,
-949.6640981346918,-0.7050763605744554,-2.347391463753466,100,11,1,0,0.3265349864959717,15.949557065963745,0,EIG-0,0,
-949.2071788263266,-0.4749226366704051,-2.493161082135093,100,12,1,0,0.314410924911499,16.265794038772583,0,EIG-0,0,
-948.8100377774571,-0.5168198070410006,-2.680841371957768,100,12,1,0,0.34768104553222656,16.615300178527832,0,EIG-0,0,
-948.4376122681449,-0.4516349073654423,-2.122976017277899,100,12,1,0,0.31711697578430176,16.934221029281616,0,EIG-0,0,
-948.0030257618236,-0.461288657358111,-2.0722943662820184,100,12,1,0,0.35158205032348633,17.28764796257019,0,EIG-0,0,
-947.7225188247478,-0.5468344357682642,-2.205219966208507,100,11,1,0,0.3421008586883545,17.631529092788696,0,EIG-0,0,
-947.4227263217996,-0.4985017618321816,-2.4288919122704087,100,11,1,0,0.30263495445251465,17.93595600128174,0,EIG-0,0,
-947.184030018174,-0.5356428877349453,-2.368921771853782,100,11,1,0,0.2982919216156006,18.23607301712036,0,EIG-0,0,
-946.9621083310386,-0.5053807055843968,-2.2621378700606423,100,11,1,0,0.29061102867126465,18.528504133224487,0,EIG-0,0,
-946.6897179774015,-0.47655106916806034,-2.2535831342092862,100,11,1,0,0.3015708923339844,18.832051038742065,0,EIG-0,0,
-946.487178564265,-0.44055091704641103,-1.9849670592081006,100,12,1,0,0.3338949680328369,19.167717218399048,0,EIG-0,0,
-946.2590359438491,-0.4534332979148672,-2.2844895885943517,100,11,1,0,0.2950429916381836,19.46475601196289,0,EIG-0,0,
-946.0396156374469,-0.5780821278851848,-2.0347927783938036,100,10,1,0,0.3324110507965088,19.799224138259888,0,EIG-0,0,
