lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-2313.5,-2.088625150557087,-12.634862815899835,100,13,1,0,0.006657123565673828,0.008275270462036133,0,EIG-0|10|5|3|1,0,0.012108802795410156
-2080.051494670559,-2.2370404301595355,-12.38251055858563,100,10,1,0,0.006083965301513672,0.015818119049072266,0,EIG-0|10|5|3|1,0,
-1793.074064563567,-1.9787252532322512,-11.935466371498768,100,10,1,0,0.007006168365478516,0.02435612678527832,0,EIG-0|10|5|3|1,0,
-1641.5763116553615,-1.9139190771440138,-10.420784390637767,100,13,1,0,0.007699012756347656,0.0335390567779541,0,EIG-0|10|5|3|1,0,
-1577.3089036904018,-1.7748233574255634,-6.1517451021759735,100,5,1,0,0.004312038421630859,0.03931117057800293,0,EIG-0|10|5|3|1,0,
-1543.3241113665367,-1.2901688924313166,-8.459904179951213,100,10,1,0,0.0065190792083740234,0.04732322692871094,0,EIG-0|10|5|3|1,0,
-1523.482389540385,-1.20375611117015,-4.622241111230291,94,5,1,0,0.006012916564941406,0.054847002029418945,0,EIG-0|10|5|3|1,0,
-1505.9854552325212,-0.9481625710608625,-4.50146822738052,100,10,1,0,0.0073299407958984375,0.06384015083312988,0,EIG-0|10|5|3|1,0,
-1496.379275216608,-0.7102407071407152,-2.3200005219914788,100,5,1,0,0.006371021270751953,0.07195115089416504,0,EIG-0|10|5|3|1,0,
-1488.290420879778,-0.7703449254834216,-3.9945897118876403,100,13,1,0,0.006890058517456055,0.08049821853637695,0,EIG-0|10|5|3|1,0,
-1478.5213798643088,-0.8542269821379123,-3.7165060663836424,100,10,1,0,0.007586002349853516,0.08969330787658691,0,EIG-0|10|5|3|1,0,
-1472.3838414367733,-1.0855777510513185,-4.00542040242671,100,10,1,0,0.007631063461303711,0.0988931655883789,0,EIG-0|10|5|3|1,0,
-1468.7023419982709,-0.7824499957283442,-1.7580641680925575,100,3,1,0,0.005518913269042969,0.10600018501281738,0,EIG-0|10|5|3|1,0,
-1464.236749671378,-0.7876990351694219,-1.8555265996273511,100,3,1,0,0.006443977355957031,0.1140432357788086,0,EIG-0|10|5|3|1,0,
-1460.5210951336826,-0.6980909383753519,-3.7428101194789773,100,10,1,0,0.00566411018371582,0.12128210067749023,0,EIG-0|10|5|3|1,0,
-1454.5743374284289,-0.8007188733517572,-0.8007188733517572,100,1,1,0,0.007580995559692383,0.13039898872375488,0,EIG-0|10|5|3|1,0,
-1453.484806840282,-0.7538135889118788,-2.024292924403814,100,3,1,0,0.0044100284576416016,0.1363823413848877,0,EIG-0|10|5|3|1,0,
-1451.2721093801488,-0.57255904222529,-0.57255904222529,100,1,1,0,0.0071659088134765625,0.14513826370239258,0,EIG-0|10|5|3|1,0,
-1450.3615870590938,-0.46750445180595646,-1.263636677241263,100,3,1,0,0.0035970211029052734,0.15030312538146973,0,EIG-0|10|5|3|1,0,
-1448.436608758783,-0.6294289497274506,-0.6294289497274506,100,1,1,0,0.005471944808959961,0.15734219551086426,0,EIG-0|10|5|3|1,0,
-1446.089025346626,-0.7006775369432754,-2.3925015595159906,100,5,1,0,0.005616903305053711,0.16459012031555176,0,EIG-0|10|5|3|1,0,
-1442.803102031912,-0.5484061963232469,-3.1781507538592826,100,14,1,0,0.007819890975952148,0.17396926879882812,0,EIG-0|10|5|3|1,0,
