lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-2642.75,-2.025877600031353,-2.025877600031353,100,1,1,0,0.006324052810668945,0.007943868637084961,0,EIG-0|10|5|3|1,0,0.011935949325561523
-2521.00189638815,-2.232712180126721,-2.232712180126721,100,1,1,0,0.002485036849975586,0.011913061141967773,0,EIG-0|10|5|3|1,0,
-2404.3212781327284,-2.051113948105711,-12.848265246680233,100,14,1,0,0.0029969215393066406,0.016475915908813477,0,EIG-0|10|5|3|1,0,
-2036.6977268979244,-2.09172969753603,-12.810872877460405,100,12,1,0,0.006974935531616211,0.02496504783630371,0,EIG-0|10|5|3|1,0,
-1705.2979241329344,-2.0626772976361267,-7.542583300056696,100,5,1,0,0.007386922836303711,0.0338740348815918,0,EIG-0|10|5|3|1,0,
-1624.7927632593066,-1.730696095552515,-10.3287060995959,100,12,1,0,0.005326032638549805,0.04072284698486328,0,EIG-0|10|5|3|1,0,
-1560.324641778643,-1.4442184619068308,-4.803058095461086,100,5,1,0,0.008558034896850586,0.05075192451477051,0,EIG-0|10|5|3|1,0,
-1546.400193080235,-0.6147900322261367,-0.6147900322261367,100,1,1,0,0.00528407096862793,0.057498931884765625,0,EIG-0|10|5|3|1,0,
-1540.0840513466412,-0.516177614695222,-0.516177614695222,100,1,1,0,0.00345611572265625,0.062428951263427734,0,EIG-0|10|5|3|1,0,
-1534.8421652012569,-0.4772921742182376,-0.4772921742182376,100,1,1,0,0.0032269954681396484,0.06716108322143555,0,EIG-0|10|5|3|1,0,
-1532.2829633029285,-0.5977190800390056,-2.01893069147469,100,5,1,0,0.003512859344482422,0.07224082946777344,0,EIG-0|10|5|3|1,0,
-1525.5557279743007,-0.5681148060934046,-1.4723638420015985,100,3,1,0,0.0040209293365478516,0.0778648853302002,0,EIG-0|10|5|3|1,0,
-1514.7366020987479,-0.5512688531598717,-0.5512688531598717,100,1,1,0,0.006487131118774414,0.0858769416809082,0,EIG-0|10|5|3|1,0,
-1511.132661232719,-0.6716434770968492,-1.710002840326553,100,3,1,0,0.0032968521118164062,0.09065699577331543,0,EIG-0|10|5|3|1,0,
-1504.921507154342,-0.44382907628333307,-2.980846835378575,100,14,1,0,0.005425930023193359,0.09755706787109375,0,EIG-0|10|5|3|1,0,
-1491.3989977613862,-0.6514984065425313,-2.06020098418713,100,5,1,0,0.009443998336791992,0.10845685005187988,0,EIG-0|10|5|3|1,0,
-1484.6043190253738,-0.5530416429761894,-0.5530416429761894,100,1,1,0,0.005525112152099609,0.1154639720916748,0,EIG-0|10|5|3|1,0,
-1481.1409079987789,-0.5689172976010741,-3.2165590182504498,100,10,1,0,0.00494694709777832,0.1218879222869873,0,EIG-0|10|5|3|1,0,
-1473.5975762741245,-0.6739927997604257,-2.494347777027348,100,12,1,0,0.007004976272583008,0.1303730010986328,0,EIG-0|10|5|3|1,0,
-1465.5517234246715,-0.6435985101254843,-2.011464733971107,100,5,1,0,0.006485939025878906,0.1383359432220459,0,EIG-0|10|5|3|1,0,
-1462.2435662168227,-0.3346014183615656,-0.9291773571101684,100,3,1,0,0.005229949951171875,0.1450519561767578,0,EIG-0|10|5|3|1,0,
-1459.5231647341757,-0.43233808712404415,-0.43233808712404415,100,1,1,0,0.004420042037963867,0.15097594261169434,0,EIG-0|10|5|3|1,0,
-1458.9466186087006,-0.38444820399690544,-2.191910696239324,100,10,1,0,0.002134084701538086,0.1546318531036377,0,EIG-0|10|5|3|1,0,
-1454.645044725676,-0.5405380470438883,-1.1725024641323742,100,3,1,0,0.007766008377075195,0.16386008262634277,0,EIG-0|10|5|3|1,0,
-1452.8631786539142,-0.399328265390103,-1.5389685501067978,100,5,1,0,0.005337953567504883,0.17068910598754883,0,EIG-0|10|5|3|1,0,
-1450.270242115231,-0.47619086726908416,-1.137227629090324,100,3,1,0,0.006159067153930664,0.17836213111877441,0,EIG-0|10|5|3|1,0,
-1448.0853644632273,-0.45074212928425483,-2.6972264996949016,100,14,1,0,0.005653858184814453,0.18550801277160645,0,EIG-0|10|5|3|1,0,
-1442.7783379951245,-0.5859411719559056,-2.9438690863287125,100,10,1,0,0.011613130569458008,0.19858503341674805,0,EIG-0|10|5|3|1,0,
-1439.664285710401,-0.46626985692247974,-2.5695509765348343,100,10,1,0,0.009785890579223633,0.20983505249023438,0,EIG-0|10|5|3|1,0,
-1436.663961255344,-0.4030074062778023,-1.861647725347277,100,10,1,0,0.007627010345458984,0.21893811225891113,0,EIG-0|10|5|3|1,0,
-1434.6777979810631,-0.44454097689845046,-1.7597816976120737,100,10,1,0,0.006406068801879883,0.2268228530883789,0,EIG-0|10|5|3|1,0,
-1432.3819378852713,-0.3443106213516957,-0.3443106213516957,100,1,1,0,0.008368968963623047,0.2366809844970703,0,EIG-0|10|5|3|1,0,
-1432.1362769549917,-0.3067702513029831,-0.3067702513029831,100,1,1,0,0.0029458999633789062,0.24111413955688477,0,EIG-0|10|5|3|1,0,
-1431.762147176142,-0.34324432632140434,-1.7787942844568123,100,10,1,0,0.004173994064331055,0.24677705764770508,0,EIG-0|10|5|3|1,0,
-1430.4675056247772,-0.4863001601461713,-1.1361828838927577,100,3,1,0,0.008159875869750977,0.25643181800842285,0,EIG-0|10|5|3|1,0,
-1429.6096351195088,-0.32460698981979463,-0.32460698981979463,100,1,1,0,0.006695985794067383,0.2646358013153076,0,EIG-0|10|5|3|1,0,
-1429.3588663172188,-0.3984099857534689,-1.1237707452267678,100,5,1,0,0.004275083541870117,0.27043795585632324,0,EIG-0|10|5|3|1,0,
-1428.7534527096507,-0.22060863395489677,-0.6189833518161133,100,3,1,0,0.006949901580810547,0.27889204025268555,0,EIG-0|10|5|3|1,0,
-1427.7027653101022,-0.2576084886826635,-0.2576084886826635,100,1,1,0,0.0073909759521484375,0.28778696060180664,0,EIG-0|10|5|3|1,0,
-1427.33237695519,-0.25747871154263885,-0.6714499677565945,100,3,1,0,0.00506591796875,0.2943418025970459,0,EIG-0|10|5|3|1,0,
-1426.8471762389363,-0.27503575010406217,-0.27503575010406217,100,1,1,0,0.005936861038208008,0.30178213119506836,0,EIG-0|10|5|3|1,0,
-1426.4765981388975,-0.2504655691138003,-1.3958302256445705,100,10,1,0,0.004422903060913086,0.30771780014038086,0,EIG-0|10|5|3|1,0,
-1425.22977545608,-0.3054241293728117,-0.624170106225,100,3,1,0,0.010338783264160156,0.3195500373840332,0,EIG-0|10|5|3|1,0,
-1423.856323819982,-0.3704316369795009,-1.1397406492638338,100,5,1,0,0.00875091552734375,0.329815149307251,0,EIG-0|10|5|3|1,0,
-1422.9005456621828,-0.26020873604889566,-0.895013598267269,100,5,1,0,0.008016824722290039,0.3393411636352539,0,EIG-0|10|5|3|1,0,
-1421.7930215253693,-0.3177010338114959,-1.606535078498225,100,13,1,0,0.009735107421875,0.3505730628967285,0,EIG-0|10|5|3|1,0,
-1420.2053702245605,-0.22227526631728084,-1.4239011323837691,100,12,1,0,0.011538982391357422,0.36360597610473633,0,EIG-0|10|5|3|1,0,
-1418.670551541636,-0.27275519485136795,-1.2839240286872688,100,12,1,0,0.011263847351074219,0.3763761520385742,0,EIG-0|10|5|3|1,0,
-1416.8487844909632,-0.20011535195979785,-0.5390849191407037,100,3,1,0,0.01430201530456543,0.39217400550842285,0,EIG-0|10|5|3|1,0,
-1416.0527427556472,-0.2630795652156392,-1.3381042936911298,100,13,1,0,0.009412050247192383,0.4031710624694824,0,EIG-0|10|5|3|1,0,
-1414.354577647085,-0.2523289991535913,-0.2523289991535913,100,1,1,0,0.012794971466064453,0.4176449775695801,0,EIG-0|10|5|3|1,0,
-1413.7655393384243,-0.2486264123076373,-0.6326958767814743,100,3,1,0,0.007941007614135742,0.42743396759033203,0,EIG-0|10|5|3|1,0,
-1412.7010389998652,-0.2335971679262816,-1.6724176914915072,100,14,1,0,0.008732080459594727,0.43793416023254395,0,EIG-0|10|5|3|1,0,
-1411.5418062108538,-0.2619003736742366,-0.9416101309054496,100,5,1,0,0.012314081192016602,0.4519820213317871,0,EIG-0|10|5|3|1,0,
-1410.3324347431906,-0.20136398349078885,-1.1444858497160362,100,10,1,0,0.014803171157836914,0.46854090690612793,0,EIG-0|10|5|3|1,0,
-1408.9801938015453,-0.19449074775844652,-0.503494914102736,100,3,1,0,0.014715909957885742,0.48502206802368164,0,EIG-0|10|5|3|1,0,
-1408.4204490109298,-0.19647074460485905,-0.9919142314722625,100,12,1,0,0.00902700424194336,0.495805025100708,0,EIG-0|10|5|3|1,0,
-1407.393727315824,-0.2255183348256141,-0.8290498098942002,100,5,1,0,0.011901140213012695,0.509390115737915,0,EIG-0|10|5|3|1,0,
-1406.3695241681671,-0.23889039079609387,-0.5951199967768892,100,3,1,0,0.012574195861816406,0.523669958114624,0,EIG-0|10|5|3|1,0,
-1405.774411006278,-0.20262721562317573,-0.20262721562317573,100,1,1,0,0.010526895523071289,0.5358250141143799,0,EIG-0|10|5|3|1,0,
-1405.4986114962278,-0.2133793919224083,-1.2177592604632692,100,13,1,0,0.0063321590423583984,0.5437068939208984,0,EIG-0|10|5|3|1,0,
-1404.956259060325,-0.21577929546563845,-0.4912173479476673,100,3,1,0,0.00981903076171875,0.5551860332489014,0,EIG-0|10|5|3|1,0,
-1404.5940810075783,-0.21245736825010048,-0.483959961102606,100,3,1,0,0.007004976272583008,0.5640571117401123,0,EIG-0|10|5|3|1,0,
-1404.2763689620626,-0.18017491206310404,-0.6363926775480518,100,5,1,0,0.007504940032958984,0.5734038352966309,0,EIG-0|10|5|3|1,0,
-1403.8334103740863,-0.21581658714390917,-1.131308770609339,100,10,1,0,0.006798982620239258,0.5819129943847656,0,EIG-0|10|5|3|1,0,
-1403.2761145239508,-0.24792819663998203,-0.9789251840304718,100,10,1,0,0.009263038635253906,0.5927250385284424,0,EIG-0|10|5|3|1,0,
-1402.831792369965,-0.17148128904306145,-0.9281292678090498,100,12,1,0,0.00960397720336914,0.6038529872894287,0,EIG-0|10|5|3|1,0,
-1402.2470901293373,-0.16828513427249295,-0.49172584009183085,100,3,1,0,0.01380300521850586,0.6192288398742676,0,EIG-0|10|5|3|1,0,
-1401.8393541189535,-0.16872880999898673,-0.9098285219738339,100,10,1,0,0.010592937469482422,0.6313841342926025,0,EIG-0|10|5|3|1,0,
-1401.2975441818103,-0.20416952924024945,-0.7680469027071328,100,5,1,0,0.011015892028808594,0.643913984298706,0,EIG-0|10|5|3|1,0,
