lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-2517.75,-2.1055805045121754,-2.1055805045121754,100,1,1,0,0.007786989212036133,0.00942683219909668,0,EIG-0|10|5|3|1,0,0.01164388656616211
-2364.2291185871445,-2.3256683163646574,-5.72981046110049,100,3,1,0,0.002031087875366211,0.013084888458251953,0,EIG-0|10|5|3|1,0,
-2133.720991353194,-2.173325205750882,-5.540041565270108,100,3,1,0,0.0054929256439208984,0.02011394500732422,0,EIG-0|10|5|3|1,0,
-1881.7127567541281,-1.9598359607523774,-1.9598359607523774,100,1,1,0,0.004972934722900391,0.026588916778564453,0,EIG-0|10|5|3|1,0,
-1829.170904980237,-1.8596972831801208,-1.8596972831801208,100,1,1,0,0.003242969512939453,0.03132200241088867,0,EIG-0|10|5|3|1,0,
-1787.4922388373896,-2.0002162079353787,-7.505317935481271,100,5,1,0,0.00251007080078125,0.035324811935424805,0,EIG-0|10|5|3|1,0,
-1664.3977722891518,-1.839080022741294,-10.286349724956082,100,10,1,0,0.005594015121459961,0.042386770248413086,0,EIG-0|10|5|3|1,0,
-1537.9345521150667,-1.9069447134658783,-6.953619987111408,94,5,1,0,0.007005929946899414,0.05086994171142578,0,EIG-0|10|5|3|1,0,
-1465.0937507656122,-1.4467816018726052,-5.8208251550280075,88,5,1,0,0.00690007209777832,0.059250831604003906,0,EIG-0|10|5|3|1,0,
-1421.6955310758956,-1.3961705246963032,-7.652891345785562,88,11,1,0,0.00626683235168457,0.06699681282043457,0,EIG-0|10|5|3|1,0,
-1403.6605620482783,-0.6534313297345808,-0.6534313297345808,94,1,1,0,0.00516510009765625,0.07362985610961914,0,EIG-0|10|5|3|1,0,
-1400.0946003808708,-0.6954993060482064,-3.486268069119881,100,10,1,0,0.002454042434692383,0.07756996154785156,0,EIG-0|10|5|3|1,0,
-1388.9248651368125,-0.5723797166427673,-0.5723797166427673,87,1,1,0,0.0057430267333984375,0.08478689193725586,0,EIG-0|10|5|3|1,0,
-1385.8900040745732,-0.5629379106830935,-1.259261969734947,100,3,1,0,0.0033512115478515625,0.08963394165039062,0,EIG-0|10|5|3|1,0,
-1381.6257734610147,-0.5852875439500359,-2.6870019633149496,100,10,1,0,0.005006074905395508,0.09611701965332031,0,EIG-0|10|5|3|1,0,
-1373.1972190636961,-0.43638203029654726,-1.155181619665801,100,3,1,0,0.005527973175048828,0.10312795639038086,0,EIG-0|10|5|3|1,0,
-1369.4733762069955,-0.45662769486623556,-2.310250938560374,100,10,1,0,0.005053043365478516,0.10967803001403809,0,EIG-0|10|5|3|1,0,
-1363.8530233268145,-0.3889567380198765,-2.1099927748923855,94,10,1,0,0.006454944610595703,0.11761713027954102,0,EIG-0|10|5|3|1,0,
-1356.0200112532905,-0.2740811985288243,-0.2740811985288243,100,1,1,0,0.007060050964355469,0.12616181373596191,0,EIG-0|10|5|3|1,0,
-1355.3899018403224,-0.28224040208537743,-0.28224040208537743,100,1,1,0,0.002817869186401367,0.13046908378601074,0,EIG-0|10|5|3|1,0,
-1354.8512683159743,-0.21918665738881343,-0.21918665738881343,100,1,1,0,0.0024330615997314453,0.13440680503845215,0,EIG-0|10|5|3|1,0,
-1353.9306649685404,-0.2278695383947213,-1.403171684432631,100,13,1,0,0.003434896469116211,0.13933801651000977,0,EIG-0|10|5|3|1,0,
