lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-614.5,-2.4436013416372417,-5.029738622376238,82,7,1,0,0.0022759437561035156,0.0039598941802978516,0,EIG-0|10|5|3|1,0,0.012020111083984375
-614.5,-1.7971422155515981,-6.353524575956895,82,9,1,0,0.0009038448333740234,0.006736040115356445,0,EIG-0|10|5|3|1,0,
-614.5,-1.372439025571204,-6.968965175832428,82,11,1,0,0.0013568401336669922,0.00985407829284668,0,EIG-0|10|5|3|1,0,
-614.5,-1.703288041656246,-7.569041700782324,82,10,1,0,0.0022590160369873047,0.013836860656738281,0,EIG-0|10|5|3|1,0,
-614.5,-1.5917223567056416,-1.5917223567056416,82,1,1,0,0.0028460025787353516,0.018407106399536133,0,EIG-0|10|5|3|1,0,
-614.5,-1.756607074582454,-1.756607074582454,81,1,1,0,0.0033409595489501953,0.02346515655517578,0,EIG-0|10|5|3|1,0,
-614.5,-1.6124351206707428,-1.6124351206707428,82,1,1,0,0.0039310455322265625,0.029092073440551758,0,EIG-0|10|5|3|1,0,
-614.5,-1.7259178478602237,-5.971705337994704,82,5,1,0,0.00418400764465332,0.03499293327331543,0,EIG-0|10|5|3|1,0,
-614.5,-1.7176241042558096,-7.737558182904763,82,10,1,0,0.004456043243408203,0.04111599922180176,0,EIG-0|10|5|3|1,0,
-614.5,-1.931211515898785,-7.554013630843907,82,10,1,0,0.005773067474365234,0.0485689640045166,0,EIG-0|10|5|3|1,0,
-614.5,-1.4916301558375338,-5.818665489189914,82,5,1,0,0.005995035171508789,0.05626797676086426,0,EIG-0|10|5|3|1,0,
-614.5,-1.6829555483680059,-4.119620605977413,82,3,1,0,0.006732940673828125,0.06471490859985352,0,EIG-0|10|5|3|1,0,
-614.1823114834644,-1.3249501752814734,-6.902127596677281,82,11,1,0,0.008307933807373047,0.07474088668823242,0,EIG-0|10|5|3|1,0,
-613.6599797632898,-1.2258107871768935,-3.1805014754686574,82,3,1,0,0.0040378570556640625,0.0804738998413086,0,EIG-0|10|5|3|1,0,
-613.471258075288,-1.1359590609762766,-1.1359590609762766,82,1,1,0,0.002593994140625,0.08470487594604492,0,EIG-0|10|5|3|1,0,
-613.4221174191829,-1.15818479300693,-5.952622524194627,82,10,1,0,0.0019350051879882812,0.08827710151672363,0,EIG-0|10|5|3|1,0,
-613.2068193407353,-1.1582613847741803,-5.385682380817848,82,9,1,0,0.004297018051147461,0.09421896934509277,0,EIG-0|10|5|3|1,0,
-613.0349924490527,-1.1198392363515146,-1.1198392363515146,82,1,1,0,0.004827022552490234,0.10074210166931152,0,EIG-0|10|5|3|1,0,
-612.9989614893502,-1.1537160581382158,-5.046614905127886,82,9,1,0,0.002424001693725586,0.1048579216003418,0,EIG-0|10|5|3|1,0,
