lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-198309.75,-7.4218788899786805,-67.54541939428944,100,10,1,0,0.928109884262085,1.0338869094848633,0,EIG-0|50|20|10|5|1,0,0.9349932670593262
-182497.23580547518,-7.551712735371069,-127.40955773171973,100,20,1,0,5.1969499588012695,6.3253607749938965,0,EIG-0|50|20|10|5|1,0,
-162062.93018295072,-7.50067872118769,-382.0212350537903,100,121,1,0,7.845609903335571,14.270862102508545,0,EIG-0|50|20|10|5|1,0,
-124360.95738450366,-7.256719909937017,-67.3997712486089,100,10,1,0,15.24805498123169,29.612951040267944,0,EIG-0|50|20|10|5|1,0,
-118213.66411012235,-7.27152614852019,-7.27152614852019,100,1,1,0,5.7359089851379395,35.441651821136475,0,EIG-0|50|20|10|5|1,0,
-117495.19815087244,-7.088004869154134,-65.93665417224702,100,10,1,0,1.4619150161743164,36.9966459274292,0,EIG-0|50|20|10|5|1,0,
-112496.01356951862,-7.12350207171441,-256.36606705903415,100,50,1,0,5.8687989711761475,42.961124897003174,0,EIG-0|50|20|10|5|1,0,
-98596.21711465548,-7.199186202934123,-65.4008950367805,100,10,1,0,15.200906038284302,58.25683569908142,0,EIG-0|50|20|10|5|1,0,
-94962.5920338279,-7.181720609409886,-121.35785046870802,100,20,1,0,7.318455934524536,65.66905689239502,0,EIG-0|50|20|10|5|1,0,
-89843.2016256804,-6.955884623481724,-120.45104458712034,100,20,1,0,10.184154033660889,75.94643306732178,0,EIG-0|50|20|10|5|1,0,
-85342.14502071704,-7.322843078701132,-248.67287534554103,100,50,1,0,9.9669771194458,86.00615501403809,0,EIG-0|50|20|10|5|1,0,
-78423.06412515066,-6.84220357286568,-63.20950599319125,100,10,1,0,19.702754974365234,105.8028028011322,0,EIG-0|50|20|10|5|1,0,
-76606.31306423443,-6.832654741843888,-63.916565244142014,100,10,1,0,8.767920970916748,114.66362810134888,0,EIG-0|50|20|10|5|1,0,
-74976.22851356279,-6.931573100003367,-6.931573100003367,100,1,1,0,9.437077045440674,124.20397281646729,0,EIG-0|50|20|10|5|1,0,
-74776.26024810942,-6.7446499600559084,-242.60019613295898,100,50,1,0,2.7696049213409424,127.07288384437561,0,EIG-0|50|20|10|5|1,0,
-70319.70065467784,-6.812053821389206,-32.60771271714702,100,5,1,0,21.67876100540161,148.8588559627533,0,EIG-0|50|20|10|5|1,0,
-69566.57645681882,-6.879423973999823,-356.64626527787857,100,123,1,0,9.142415046691895,158.10286498069763,0,EIG-0|50|20|10|5|1,0,
-64763.996375002615,-6.5747091848902075,-347.6539469547799,100,120,1,0,28.296042919158936,186.49876594543457,0,EIG-0|50|20|10|5|1,0,
-60958.76777143889,-6.714583939633622,-60.424484640044014,100,10,1,0,28.146687984466553,214.7424738407135,0,EIG-0|50|20|10|5|1,0,
-60234.52205905917,-6.4717337692942225,-30.903313250966484,100,5,1,0,11.96947193145752,226.8181598186493,0,EIG-0|50|20|10|5|1,0,
-59907.6669412267,-6.352555441550658,-226.6562806363055,100,50,1,0,9.66530704498291,236.58822894096375,0,EIG-0|50|20|10|5|1,0,
-58175.725793848665,-6.353418804891697,-58.04232832029271,100,10,1,0,24.636430978775024,261.3310298919678,0,EIG-0|50|20|10|5|1,0,
-57667.76798602705,-6.262110618247267,-309.29529708359536,100,120,1,0,14.473987817764282,275.91279792785645,0,EIG-0|50|20|10|5|1,0,
-56051.11321959003,-6.093510219916947,-297.81677381959236,100,119,1,0,30.368056774139404,306.38734006881714,0,EIG-0|50|20|10|5|1,0,
-54911.81578749436,-14.09470871319708,-101.2261202962903,100,20,1,0,24.816362142562866,331.3018660545349,0,EIG-0|50|20|10|5|1,0,
-54387.83288284946,-9.043522293197457,-257.86995045873584,100,117,1,0,20.195153951644897,351.5920169353485,0,EIG-0|50|20|10|5|1,0,
-53623.182132111986,-10.952475678475759,-238.9762564389024,100,117,1,0,25.3336980342865,377.01910185813904,0,EIG-0|50|20|10|5|1,0,
-53020.349772516995,-7.0755169130794116,-47.69142983024422,100,10,1,0,25.96270513534546,403.0819389820099,0,EIG-0|50|20|10|5|1,0,
-52874.27761161834,-5.693022065533992,-179.9715331006211,100,50,1,0,13.086268901824951,416.26374888420105,0,EIG-0|50|20|10|5|1,0,
-52496.52677293857,-7.19915824362151,-167.4757737859572,100,50,1,0,26.333391904830933,442.69056391716003,0,EIG-0|50|20|10|5|1,0,
-52156.36273099115,-5.20754599970993,-247.94592202600862,100,116,1,0,24.13556408882141,466.9189748764038,0,EIG-0|50|20|10|5|1,0,
-51828.765225849354,-10.939833974917686,-86.35325410550134,100,20,1,0,25.891114950180054,492.9031629562378,0,EIG-0|50|20|10|5|1,0,
-51671.54604551789,-4.855788831592294,-44.66727570484193,100,10,1,0,19.397369861602783,512.3941450119019,0,EIG-0|50|20|10|5|1,0,
-51582.69405071964,-4.87911486043111,-82.05035131459624,100,20,1,0,14.506572008132935,526.995110988617,0,EIG-0|50|20|10|5|1,0,
-51442.70509671339,-4.7914223407950445,-23.10219595843939,100,5,1,0,22.670848846435547,549.759076833725,0,EIG-0|50|20|10|5|1,0,
-51400.199923403365,-4.916740081584552,-80.92874813359327,100,20,1,0,11.169236183166504,561.0221619606018,0,EIG-0|50|20|10|5|1,0,
-51275.037986637064,-4.833784812207066,-43.795513200415954,100,10,1,0,25.62608003616333,586.7427017688751,0,EIG-0|50|20|10|5|1,0,
-51206.41126773633,-4.932394001242291,-44.075632433020786,100,10,1,0,17.446052074432373,604.283264875412,0,EIG-0|50|20|10|5|1,0,
-51144.121333806674,-4.742148383751456,-80.64122480429937,100,20,1,0,17.511205911636353,621.8875930309296,0,EIG-0|50|20|10|5|1,0,
-51040.10534680685,-4.899353000646383,-23.56876727925338,100,5,1,0,24.928378105163574,646.9100308418274,0,EIG-0|50|20|10|5|1,0,
-51005.02782359361,-4.873519295004302,-4.873519295004302,100,1,1,0,13.080708980560303,660.0838887691498,0,EIG-0|50|20|10|5|1,0,
-50997.23995530839,-4.741079511751564,-4.741079511751564,100,1,1,0,7.782201051712036,667.959226846695,0,EIG-0|50|20|10|5|1,0,
-50989.8719546324,-4.825281462636197,-81.53461746446209,100,20,1,0,6.144973993301392,674.1990668773651,0,EIG-0|50|20|10|5|1,0,
-50899.69279540946,-4.834257757413584,-44.33648824852371,100,10,1,0,26.401302099227905,700.6962649822235,0,EIG-0|50|20|10|5|1,0,
-50845.82875522995,-4.798082690354177,-42.790339745489256,100,10,1,0,21.31875705718994,722.1123340129852,0,EIG-0|50|20|10|5|1,0,
-50792.90952089301,-4.78603435747612,-22.788315509347953,100,5,1,0,26.102545022964478,748.3088619709015,0,EIG-0|50|20|10|5|1,0,
-50763.03810896815,-4.739516763974532,-42.40174516620523,100,10,1,0,16.860536098480225,765.2644798755646,0,EIG-0|50|20|10|5|1,0,
-50715.596462938025,-4.800092950207695,-162.45509657219483,100,50,1,0,22.73431396484375,788.0944769382477,0,EIG-0|50|20|10|5|1,0,
-50584.36224639534,-5.425473634014561,-221.2235095349365,100,117,1,0,42.040414810180664,830.2313988208771,0,EIG-0|50|20|10|5|1,0,
-50418.75968749614,-6.947124575384994,-24.708208084390712,100,5,1,0,49.831339836120605,880.1592259407043,0,EIG-0|50|20|10|5|1,0,
-50393.616080763604,-4.891844839768548,-83.8696264825402,100,20,1,0,19.767555952072144,900.0261387825012,0,EIG-0|50|20|10|5|1,0,
-50317.37773273249,-4.890921300681497,-43.79646788822173,100,10,1,0,38.20498204231262,938.3253698348999,0,EIG-0|50|20|10|5|1,0,
-50276.58265931054,-4.765399271725742,-43.03290186593174,100,10,1,0,25.8662850856781,964.2864990234375,0,EIG-0|50|20|10|5|1,0,
-50238.54154990166,-4.7742744400900285,-4.7742744400900285,100,1,1,0,28.666553020477295,993.0488498210907,0,EIG-0|50|20|10|5|1,0,
-50232.96376729958,-4.755476129204182,-158.87677504032962,100,50,1,0,9.07000207901001,1002.2153017520905,0,EIG-0|50|20|10|5|1,0,
-50133.22504330616,-4.697342698026802,-22.275394468735378,100,5,1,0,49.92879009246826,1052.2397999763489,0,EIG-0|50|20|10|5|1,0,
-50110.48696885498,-4.661544359136606,-4.661544359136606,100,1,1,0,22.094796895980835,1074.4293758869171,0,EIG-0|50|20|10|5|1,0,
-50105.32817650915,-4.545229342392039,-4.545229342392039,100,1,1,0,9.963757991790771,1084.4906919002533,0,EIG-0|50|20|10|5|1,0,
-50101.31209691343,-4.5603400354900545,-226.2634341858391,100,116,1,0,8.284939050674438,1092.870088815689,0,EIG-0|50|20|10|5|1,0,
-49992.414839519966,-5.9931369104655765,-76.8716001734817,100,20,1,0,62.391034841537476,1155.3589849472046,0,EIG-0|50|20|10|5|1,0,
-49942.811814219225,-5.211993152276357,-23.212684159336547,100,5,1,0,35.47975516319275,1190.9337978363037,0,EIG-0|50|20|10|5|1,0,
-49925.70002939729,-4.607475483579598,-216.85614381940968,100,115,1,0,26.731266975402832,1217.7615947723389,0,EIG-0|50|20|10|5|1,0,
-49833.82202254705,-6.023854504173529,-6.023854504173529,100,1,1,0,64.04011797904968,1281.8984997272491,0,EIG-0|50|20|10|5|1,0,
-49827.95345407615,-4.615211507031158,-76.67387898271942,100,20,1,0,16.196671962738037,1298.1927108764648,0,EIG-0|50|20|10|5|1,0,
-49782.907822901005,-4.6562289318625725,-77.07063992048528,100,20,1,0,51.74744987487793,1350.0375108718872,0,EIG-0|50|20|10|5|1,0,
-49740.65969122373,-4.562945890980474,-41.339686567093935,100,10,1,0,51.67935585975647,1401.8124549388885,0,EIG-0|50|20|10|5|1,0,
-49715.68054351062,-4.430514129419824,-153.78368435930784,100,50,1,0,43.96575212478638,1445.8744530677795,0,EIG-0|50|20|10|5|1,0,
-49663.25437992093,-7.646979326290194,-21.053444043488454,100,5,1,0,64.43218398094177,1510.4034790992737,0,EIG-0|50|20|10|5|1,0,
-49649.06647977741,-4.46161018988034,-121.18145859493173,100,50,1,0,35.404468059539795,1545.9051578044891,0,EIG-0|50|20|10|5|1,0,
-49600.257650818094,-5.113338525223793,-154.64257617591468,100,117,1,0,77.58980798721313,1623.5923898220062,0,EIG-0|50|20|10|5|1,0,
-49550.76853103299,-4.526299273525715,-23.319394947535198,100,10,1,0,82.749263048172,1706.43705701828,0,EIG-0|50|20|10|5|1,0,
-49538.23592777204,-2.3046520527983474,-105.57410187388128,100,116,1,0,49.54066610336304,1756.0724737644196,0,EIG-0|50|20|10|5|1,0,
-49502.335669951724,-3.369115543870096,-74.53510873195121,100,50,1,0,92.44872307777405,1848.6171798706055,0,EIG-0|50|20|10|5|1,0,
