lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-50153.25,-4.730256236222947,-226.41632335774324,100,111,1,0,0.4267439842224121,0.5265650749206543,0,EIG-0|50|20|10|5|1,0,0.8658299446105957
-50153.25,-7.406588566226647,-66.9538833451978,100,10,1,0,0.4325249195098877,1.050288200378418,0,EIG-0|50|20|10|5|1,0,
-50153.25,-7.377608060076003,-7.377608060076003,100,1,1,0,1.2819950580596924,2.42362117767334,0,EIG-0|50|20|10|5|1,0,
-50153.25,-7.173175361654465,-34.89383297799006,100,5,1,0,0.6654260158538818,3.181101083755493,0,EIG-0|50|20|10|5|1,0,
-50153.25,-7.232103120500879,-7.232103120500879,100,1,1,0,1.5005531311035156,4.774927139282227,0,EIG-0|50|20|10|5|1,0,
-50153.25,-7.126776282360088,-7.126776282360088,100,1,1,0,0.8975348472595215,5.763444900512695,0,EIG-0|50|20|10|5|1,0,
-50153.25,-7.059264568695715,-124.06271747972329,100,20,1,0,1.2388701438903809,7.092962980270386,0,EIG-0|50|20|10|5|1,0,
-50153.25,-7.056072222959049,-255.85117901455135,100,50,1,0,3.0673890113830566,10.252361297607422,0,EIG-0|50|20|10|5|1,0,
-49756.38661906335,-6.797202521483916,-6.797202521483916,100,1,1,0,11.404197931289673,21.760205030441284,0,EIG-0|50|20|10|5|1,0,
-49711.51183443723,-6.753743978402441,-6.753743978402441,100,1,1,0,2.260633945465088,24.127168893814087,0,EIG-0|50|20|10|5|1,0,
-49668.85054653876,-6.763587143220701,-63.144614189719746,100,10,1,0,1.2241981029510498,25.45626211166382,0,EIG-0|50|20|10|5|1,0,
-49308.53935508198,-6.745481894399204,-372.9864632592269,100,122,1,0,8.123914003372192,33.67379307746887,0,EIG-0|50|20|10|5|1,0,
-47077.178255006394,-6.980700981209886,-380.39885210897995,100,122,1,0,24.865647077560425,58.63731408119202,0,EIG-0|50|20|10|5|1,0,
-44138.31311426839,-7.2639331871609505,-382.7922088019737,100,122,1,0,27.835314989089966,86.5689902305603,0,EIG-0|50|20|10|5|1,0,
-41355.367179339075,-7.303701102665629,-124.90331350625875,100,20,1,0,30.361867904663086,117.02722406387329,0,EIG-0|50|20|10|5|1,0,
-40388.521108245724,-7.1425881994361635,-122.307255550323,100,20,1,0,14.895009994506836,132.0229811668396,0,EIG-0|50|20|10|5|1,0,
-39560.90800062938,-7.2334499289164835,-123.74875131248146,100,20,1,0,12.460140943527222,144.5788631439209,0,EIG-0|50|20|10|5|1,0,
-38777.8316201866,-7.165643513356865,-65.6302396496531,100,10,1,0,15.607496976852417,160.27936601638794,0,EIG-0|50|20|10|5|1,0,
-38381.10100418558,-6.92644078643804,-252.18684853968279,100,50,1,0,13.220362901687622,173.600515127182,0,EIG-0|50|20|10|5|1,0,
-37153.65293039142,-7.099892840538307,-33.82299182098774,100,5,1,0,27.02561116218567,200.73097896575928,0,EIG-0|50|20|10|5|1,0,
-36946.0632141139,-6.9858610427222505,-369.884116367324,100,122,1,0,10.435888051986694,211.26388597488403,0,EIG-0|50|20|10|5|1,0,
-35506.80063759234,-6.888988043801222,-32.78182255144365,100,5,1,0,28.1998929977417,239.56144618988037,0,EIG-0|50|20|10|5|1,0,
-35343.261511145174,-6.805937756802441,-63.31630349204783,100,10,1,0,9.792328834533691,249.4489209651947,0,EIG-0|50|20|10|5|1,0,
-35057.88167967434,-6.752109743117925,-244.93058617928315,100,50,1,0,11.580844163894653,261.1253411769867,0,EIG-0|50|20|10|5|1,0,
-34233.14173433564,-6.9888628216184125,-242.07104477678098,100,50,1,0,24.690961122512817,285.91339588165283,0,EIG-0|50|20|10|5|1,0,
-33465.87883739143,-6.740917846476079,-239.21872871789085,100,50,1,0,23.335538864135742,309.3440968990326,0,EIG-0|50|20|10|5|1,0,
-32798.26716499741,-6.656487684583367,-32.02888200120668,100,5,1,0,28.620913982391357,338.0603539943695,0,EIG-0|50|20|10|5|1,0,
-32693.350875481337,-6.546107289245223,-233.5979964084186,100,50,1,0,8.612526893615723,346.7674570083618,0,EIG-0|50|20|10|5|1,0,
-32180.071698200445,-6.593236698383332,-230.1455460135905,100,50,1,0,26.256567001342773,373.12310218811035,0,EIG-0|50|20|10|5|1,0,
-31707.35476269075,-6.362710606576537,-109.27004131687768,100,20,1,0,28.55730700492859,401.7740490436554,0,EIG-0|50|20|10|5|1,0,
-31478.36890214038,-6.3759043729644755,-108.30109479476704,100,20,1,0,22.3332781791687,424.20283794403076,0,EIG-0|50|20|10|5|1,0,
-31276.014907800123,-6.399310248720415,-323.5054469657761,100,118,1,0,23.00535011291504,447.301992893219,0,EIG-0|50|20|10|5|1,0,
-30862.690448010486,-6.267064467956706,-217.90945131652845,100,50,1,0,35.21877193450928,482.6165180206299,0,EIG-0|50|20|10|5|1,0,
-30564.556770011477,-6.517990335707757,-57.222351277419115,100,10,1,0,25.969981908798218,508.6808090209961,0,EIG-0|50|20|10|5|1,0,
-30475.13753621312,-6.121214191369432,-309.8801814841004,100,118,1,0,15.230278015136719,524.0043821334839,0,EIG-0|50|20|10|5|1,0,
-30169.72239480638,-8.044763678576615,-31.277643457167702,100,5,1,0,31.59147596359253,555.6890079975128,0,EIG-0|50|20|10|5|1,0,
-30136.806553921557,-6.220139533446097,-55.34346827951614,100,10,1,0,11.404639959335327,567.1863000392914,0,EIG-0|50|20|10|5|1,0,
-30066.135522987766,-6.087236014956716,-28.897122378406202,100,5,1,0,20.08093285560608,587.3693540096283,0,EIG-0|50|20|10|5|1,0,
-30027.972235858786,-5.873708830174169,-28.390239905681387,100,5,1,0,16.719363927841187,604.1834962368011,0,EIG-0|50|20|10|5|1,0,
-29995.695852418474,-5.717222390386771,-53.21857189966196,100,10,1,0,15.272716045379639,619.5516760349274,0,EIG-0|50|20|10|5|1,0,
-29939.96559727775,-5.8977071527915355,-98.46988096530269,100,20,1,0,19.607565879821777,639.2628211975098,0,EIG-0|50|20|10|5|1,0,
-29846.814425364522,-5.902289312504582,-52.798225966799436,100,10,1,0,28.185914039611816,667.5508809089661,0,EIG-0|50|20|10|5|1,0,
-29792.315101014538,-5.801512807871062,-97.28424814699515,100,20,1,0,18.200888872146606,685.845675945282,0,EIG-0|50|20|10|5|1,0,
-29708.184078359165,-5.9209158176332215,-197.15871876457405,100,50,1,0,27.46558403968811,713.4063260555267,0,EIG-0|50|20|10|5|1,0,
-29565.486110458554,-5.773011696653386,-192.6812381679814,100,50,1,0,44.636634826660156,758.147075176239,0,EIG-0|50|20|10|5|1,0,
-29432.50301592365,-5.561886134900611,-272.36624294254256,100,117,1,0,41.583837032318115,799.8389291763306,0,EIG-0|50|20|10|5|1,0,
-29277.57552834588,-8.83202581779722,-53.95592534322813,100,10,1,0,43.108484983444214,843.0592839717865,0,EIG-0|50|20|10|5|1,0,
