lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-148020.25,-7.1972360257986825,-7.1972360257986825,99,1,1,0,0.8556241989135742,0.9611260890960693,0,EIG-0|50|20|10|5|1,0,0.8441810607910156
-148020.25,-7.2387142301496015,-66.16366391254613,100,10,1,0,0.20937490463256836,1.2644660472869873,0,EIG-0|50|20|10|5|1,0,
-146575.10125204473,-7.448940640656333,-7.448940640656333,100,1,1,0,4.200692892074585,5.555497169494629,0,EIG-0|50|20|10|5|1,0,
-145955.05253327347,-7.353012259851078,-66.89527344046938,100,10,1,0,1.2476367950439453,6.897902965545654,0,EIG-0|50|20|10|5|1,0,
-140503.02880317325,-7.1182325715870425,-7.1182325715870425,100,1,1,0,4.685034990310669,11.674921989440918,0,EIG-0|50|20|10|5|1,0,
-139780.91781573027,-7.187834572329798,-258.95614657036447,100,50,1,0,1.6197590827941895,13.387379884719849,0,EIG-0|50|20|10|5|1,0,
-120251.9843007184,-7.183252203032051,-67.29868219690229,100,10,1,0,12.291257858276367,25.77214789390564,0,EIG-0|50|20|10|5|1,0,
-114701.28885236933,-7.187561065529327,-381.4375226860183,100,120,1,0,6.0581300258636475,31.929960012435913,0,EIG-0|50|20|10|5|1,0,
-94350.31613236808,-7.255670810985978,-125.10096129105055,100,20,1,0,17.445194005966187,49.46868300437927,0,EIG-0|50|20|10|5|1,0,
-88025.46966645488,-7.129435761086076,-123.42887596445415,100,20,1,0,10.08076000213623,59.64175820350647,0,EIG-0|50|20|10|5|1,0,
-82894.07031416238,-7.063754524451954,-34.43340965829237,100,5,1,0,12.700501918792725,72.43286609649658,0,EIG-0|50|20|10|5|1,0,
-81435.6091964345,-7.2485854313869424,-34.22000999200954,100,5,1,0,6.809848070144653,79.3489179611206,0,EIG-0|50|20|10|5|1,0,
-80074.96370029768,-6.937293408678801,-373.7457906873803,100,123,1,0,8.28206181526184,87.72264790534973,0,EIG-0|50|20|10|5|1,0,
-70783.78435625939,-7.081067735936668,-371.85144626335966,100,120,1,0,25.066942930221558,112.88264203071594,0,EIG-0|50|20|10|5|1,0,
-63151.430847749594,-6.891602143223653,-33.104242564935646,100,5,1,0,24.254147052764893,137.22862005233765,0,EIG-0|50|20|10|5|1,0,
-62426.06878520555,-6.83501187447943,-6.83501187447943,100,1,1,0,7.637355089187622,144.9600591659546,0,EIG-0|50|20|10|5|1,0,
-62266.21236652751,-6.755821796767388,-361.2235701257655,100,120,1,0,3.586927890777588,148.64007902145386,0,EIG-0|50|20|10|5|1,0,
-57432.587413584166,-6.752436451503804,-62.69846252647582,100,10,1,0,26.103238105773926,174.83492398262024,0,EIG-0|50|20|10|5|1,0,
-56481.42753641846,-6.539312810414615,-113.1819619509847,100,20,1,0,12.363089084625244,187.28994917869568,0,EIG-0|50|20|10|5|1,0,
-55199.26090890239,-6.598927520675372,-112.96842875560483,100,20,1,0,16.348278999328613,203.7295651435852,0,EIG-0|50|20|10|5|1,0,
-54016.51714299218,-6.47153030350919,-31.097981304822056,100,5,1,0,16.58262801170349,220.40639209747314,0,EIG-0|50|20|10|5|1,0,
