lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-49580.0,-4.564190871750514,-159.7593238679342,100,50,1,0,0.3946380615234375,0.49593091011047363,0,EIG-0|50|20|10|5|1,0,0.8463900089263916
-49580.0,-6.603045139048926,-234.31091794202672,100,50,1,0,0.3746490478515625,0.9660859107971191,0,EIG-0|50|20|10|5|1,0,
-49580.0,-6.9485485434692835,-63.44063860471918,100,10,1,0,2.8966691493988037,3.960270881652832,0,EIG-0|50|20|10|5|1,0,
-49580.0,-7.117031989846993,-249.196269186867,100,50,1,0,1.1537480354309082,5.2088048458099365,0,EIG-0|50|20|10|5|1,0,
-49580.0,-7.273983974707076,-254.86685761953362,100,50,1,0,3.345363140106201,8.650944948196411,0,EIG-0|50|20|10|5|1,0,
-49097.90428749755,-7.200603548797199,-375.3800514716291,100,122,1,0,11.125618934631348,19.876506805419922,0,EIG-0|50|20|10|5|1,0,
-46660.0092605861,-7.169988106278265,-256.3638041499441,100,50,1,0,11.98184084892273,31.952471017837524,0,EIG-0|50|20|10|5|1,0,
-44622.49497759142,-7.167610413982638,-255.80593651172967,100,50,1,0,10.5885329246521,42.6357057094574,0,EIG-0|50|20|10|5|1,0,
-42624.86792062559,-7.107963155829289,-254.12893378299134,100,50,1,0,14.934198141098022,57.66579580307007,0,EIG-0|50|20|10|5|1,0,
-40795.59081847071,-7.131708364630188,-34.75356044644316,100,5,1,0,15.280624151229858,73.04108905792236,0,EIG-0|50|20|10|5|1,0,
-40479.011542882305,-7.254612373265906,-122.3106185140479,100,20,1,0,4.539731025695801,77.67836380004883,0,EIG-0|50|20|10|5|1,0,
-39604.83307014007,-7.00873994780365,-34.053719274732686,100,5,1,0,11.171130180358887,88.94400382041931,0,EIG-0|50|20|10|5|1,0,
-39343.391830069195,-7.129299505639319,-122.0175661625033,100,20,1,0,6.270910024642944,95.31213164329529,0,EIG-0|50|20|10|5|1,0,
-38578.79283971759,-7.245430198399042,-7.245430198399042,100,1,1,0,13.041387796401978,108.45266079902649,0,EIG-0|50|20|10|5|1,0,
-38518.23389146689,-7.071129578356834,-7.071129578356834,100,1,1,0,3.144170045852661,111.69867491722107,0,EIG-0|50|20|10|5|1,0,
-38462.264559621166,-7.02650100852928,-7.02650100852928,100,1,1,0,3.622286081314087,115.42105984687805,0,EIG-0|50|20|10|5|1,0,
-38409.40672288076,-7.1913003248155345,-65.1303740693469,100,10,1,0,3.147320032119751,118.6695568561554,0,EIG-0|50|20|10|5|1,0,
-38006.88458926002,-7.100739319710824,-250.779673758946,100,50,1,0,11.434505939483643,130.20734691619873,0,EIG-0|50|20|10|5|1,0,
-36724.975093301466,-7.354778270931111,-370.69863770036216,100,122,1,0,21.87798810005188,152.18513989448547,0,EIG-0|50|20|10|5|1,0,
-35073.39126720632,-6.984069760244033,-6.984069760244033,100,1,1,0,30.946290016174316,183.22498297691345,0,EIG-0|50|20|10|5|1,0,
-35028.06979181584,-6.96247985859305,-64.64600897087922,100,10,1,0,3.6361141204833984,186.9564118385315,0,EIG-0|50|20|10|5|1,0,
-34688.9570955943,-7.0409060304031135,-33.22439597676012,100,5,1,0,13.592936992645264,200.64837884902954,0,EIG-0|50|20|10|5|1,0,
-34517.90865514452,-6.862422126078875,-63.05795954208617,100,10,1,0,7.899694204330444,208.64356303215027,0,EIG-0|50|20|10|5|1,0,
-34239.128682543254,-6.955420526853377,-244.62879684397055,100,50,1,0,13.898284196853638,222.6393940448761,0,EIG-0|50|20|10|5|1,0,
-33361.52799889792,-6.969366000482099,-242.71960119954716,100,50,1,0,24.914987802505493,247.65183210372925,0,EIG-0|50|20|10|5|1,0,
-32565.729017857728,-6.691615872890153,-114.92952786046678,100,20,1,0,24.838316917419434,272.5901439189911,0,EIG-0|50|20|10|5|1,0,
