lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-147354.75,-7.1792309016265285,-34.32734566428863,100,5,1,0,0.7955820560455322,0.8988158702850342,0,EIG-0|50|20|10|5|1,0,0.8456990718841553
-147341.51492888737,-7.432821799839675,-126.63425127484555,100,20,1,0,1.2582979202270508,2.2503128051757812,0,EIG-0|50|20|10|5|1,0,
-139436.2761599403,-7.279884932971012,-34.89167259878509,100,5,1,0,7.606788873672485,9.952966928482056,0,EIG-0|50|20|10|5|1,0,
-135875.74593106954,-7.104535041446792,-7.104535041446792,100,1,1,0,3.2654199600219727,13.318305730819702,0,EIG-0|50|20|10|5|1,0,
-135106.04261240867,-7.24675897793635,-7.24675897793635,100,1,1,0,1.3330039978027344,14.74666976928711,0,EIG-0|50|20|10|5|1,0,
-134349.42129348117,-7.197524839632377,-124.44105684694797,100,20,1,0,1.4223949909210205,16.261385917663574,0,EIG-0|50|20|10|5|1,0,
-124415.29867846731,-7.146016538788614,-66.87571437049809,100,10,1,0,9.233867168426514,25.590167760849,0,EIG-0|50|20|10|5|1,0,
-119003.33028144331,-7.333048582287768,-124.86539359427371,100,20,1,0,5.738282918930054,31.421419620513916,0,EIG-0|50|20|10|5|1,0,
-110410.31419974723,-7.272302301977334,-379.05433947609373,100,122,1,0,10.011039972305298,41.526439905166626,0,EIG-0|50|20|10|5|1,0,
-92590.37537721184,-7.151431497169904,-34.39493809688284,100,5,1,0,17.974016904830933,59.597259759902954,0,EIG-0|50|20|10|5|1,0,
-90680.81456639775,-6.944132333247565,-378.5656583979443,100,121,1,0,4.344832897186279,64.03746891021729,0,EIG-0|50|20|10|5|1,0,
-77608.31136103421,-7.289738087391411,-373.8375252804235,100,121,1,0,22.649128913879395,86.7802996635437,0,EIG-0|50|20|10|5|1,0,
-67865.19932045275,-7.021895059151892,-248.65765707829476,100,50,1,0,23.934340953826904,110.80778765678406,0,EIG-0|50|20|10|5|1,0,
-62813.543667278405,-6.849319623929495,-6.849319623929495,100,1,1,0,19.270509958267212,130.17364478111267,0,EIG-0|50|20|10|5|1,0,
-62648.252987796295,-6.772527865913081,-243.2988541668518,100,50,1,0,3.649873971939087,133.9178488254547,0,EIG-0|50|20|10|5|1,0,
-58941.19186304456,-6.825503309764695,-348.6735372189165,100,120,1,0,20.95617699623108,154.9687807559967,0,EIG-0|50|20|10|5|1,0,
-55200.25292917136,-6.542933601013086,-111.8567357601947,100,20,1,0,23.495105981826782,178.56115078926086,0,EIG-0|50|20|10|5|1,0,
-54020.018986591596,-6.4733664961217885,-226.34964874585708,100,50,1,0,13.370841979980469,192.02828168869019,0,EIG-0|50|20|10|5|1,0,
-52299.674089741544,-6.369290001321711,-29.612887304352753,100,5,1,0,15.670377016067505,207.79420065879822,0,EIG-0|50|20|10|5|1,0,
-52026.690755155374,-6.178599564443845,-106.33076095528442,100,20,1,0,7.536816835403442,215.42644357681274,0,EIG-0|50|20|10|5|1,0,
-51300.296351757905,-6.193190286344901,-56.75125292046048,100,10,1,0,13.953516006469727,229.47808384895325,0,EIG-0|50|20|10|5|1,0,
-50910.45287393691,-6.191379240516444,-104.71519597359121,100,20,1,0,9.559199094772339,239.1366946697235,0,EIG-0|50|20|10|5|1,0,
-50313.08962299903,-6.0481026782519445,-103.68772573691966,100,20,1,0,13.435528993606567,252.67375588417053,0,EIG-0|50|20|10|5|1,0,
-49774.647261315426,-5.898221097166713,-210.3043674004307,100,50,1,0,14.653532028198242,267.4291887283325,0,EIG-0|50|20|10|5|1,0,
