lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-147251.75,-7.077193725919378,-33.862219441015306,100,5,1,0,0.8299651145935059,0.9482190608978271,0,EIG-0|50|20|10|5|1,0,1.0034470558166504
-147251.75,-7.40909470585487,-385.46705458447406,100,120,1,0,0.584885835647583,1.6436150074005127,0,EIG-0|50|20|10|5|1,0,
-123934.88190313683,-7.414824052797869,-35.12908668014184,100,5,1,0,25.624361991882324,27.366708993911743,0,EIG-0|50|20|10|5|1,0,
-120127.23333469067,-7.253157572791267,-383.825604913545,100,119,1,0,3.727060079574585,31.189888954162598,0,EIG-0|50|20|10|5|1,0,
-95175.89059766667,-7.336071213013768,-258.1874532348284,100,50,1,0,16.076380968093872,47.36203408241272,0,EIG-0|50|20|10|5|1,0,
-82574.0736569905,-7.25853041656609,-375.24063122339305,100,120,1,0,16.911777019500732,64.36854815483093,0,EIG-0|50|20|10|5|1,0,
-70546.93525016573,-7.248102832819286,-7.248102832819286,100,1,1,0,18.027699947357178,82.49320793151855,0,EIG-0|50|20|10|5|1,0,
-70246.31953703979,-6.948909568904929,-250.26991682417375,100,50,1,0,1.6383459568023682,84.22552609443665,0,EIG-0|50|20|10|5|1,0,
-64206.359531440794,-7.045255076071403,-117.62954690115511,100,20,1,0,14.096553087234497,98.42570900917053,0,EIG-0|50|20|10|5|1,0,
-61702.55841858243,-6.632754329396706,-115.87723303665322,100,20,1,0,10.899190187454224,109.41845297813416,0,EIG-0|50|20|10|5|1,0,
-59676.530574869306,-6.649770472479283,-32.318124546922164,100,5,1,0,11.595321893692017,121.11805200576782,0,EIG-0|50|20|10|5|1,0,
-59093.07416229687,-6.6974471742102075,-114.77322697359108,100,20,1,0,5.7336201667785645,126.96454286575317,0,EIG-0|50|20|10|5|1,0,
-57492.73873912428,-6.68425204388912,-233.88142699692372,100,50,1,0,13.689311027526855,140.75474500656128,0,EIG-0|50|20|10|5|1,0,
-54953.04764235972,-6.432376817132747,-59.15903011396239,100,10,1,0,19.129591941833496,159.9870409965515,0,EIG-0|50|20|10|5|1,0,
-54224.740141805654,-6.440080504569474,-109.6730307279309,100,20,1,0,11.006685018539429,171.09157013893127,0,EIG-0|50|20|10|5|1,0,
-53184.44626240021,-6.292847702440709,-328.88504464599924,100,120,1,0,14.202285051345825,185.39174509048462,0,EIG-0|50|20|10|5|1,0,
-51144.65502338408,-6.304264041808884,-56.756545550367946,100,10,1,0,20.274044036865234,205.7586281299591,0,EIG-0|50|20|10|5|1,0,
-50713.46996236938,-6.091619944071253,-56.20787139029594,100,10,1,0,10.859027862548828,216.71114492416382,0,EIG-0|50|20|10|5|1,0,
-50328.207537793656,-6.03944258734484,-103.29443122141754,100,20,1,0,10.214709043502808,227.0202660560608,0,EIG-0|50|20|10|5|1,0,
-49756.202314133036,-6.205642599526243,-29.38343658755987,100,5,1,0,14.853028059005737,241.98041605949402,0,EIG-0|50|20|10|5|1,0,
-49580.1969384175,-6.237099802166645,-54.89433991392426,100,10,1,0,6.294708967208862,248.38317894935608,0,EIG-0|50|20|10|5|1,0,
-49294.228968913296,-5.917631275887279,-5.917631275887279,100,1,1,0,12.069614171981812,260.55422616004944,0,EIG-0|50|20|10|5|1,0,
-49258.912832231756,-5.906327592139974,-5.906327592139974,100,1,1,0,4.608907222747803,265.2685511112213,0,EIG-0|50|20|10|5|1,0,
-49222.611386208475,-5.843502350032187,-5.843502350032187,100,1,1,0,5.021822929382324,270.40020203590393,0,EIG-0|50|20|10|5|1,0,
-49188.55380324957,-5.984482855229498,-28.069754154728294,100,5,1,0,4.298938989639282,274.79742312431335,0,EIG-0|50|20|10|5|1,0,
-49052.1545653435,-5.873601946797636,-97.79012084167412,100,20,1,0,10.031564950942993,284.9373071193695,0,EIG-0|50|20|10|5|1,0,
-48645.08519218629,-5.799153798877689,-27.68082771617089,100,5,1,0,17.949769020080566,302.99623799324036,0,EIG-0|50|20|10|5|1,0,
-48524.85573988244,-5.984618017645908,-53.160960707832096,100,10,1,0,8.494853973388672,311.59996008872986,0,EIG-0|50|20|10|5|1,0,
-48307.78567739876,-5.810120096441952,-5.810120096441952,100,1,1,0,14.05438494682312,325.75674700737,0,EIG-0|50|20|10|5|1,0,
-48278.90498730439,-5.677893130603136,-27.391550654947515,100,5,1,0,5.949445962905884,331.81592202186584,0,EIG-0|50|20|10|5|1,0,
-48161.48065077756,-5.790864066539964,-200.10990276083882,100,50,1,0,12.307552814483643,344.2323250770569,0,EIG-0|50|20|10|5|1,0,
-47624.1253343813,-10.86446566358125,-194.18320424533954,100,50,1,0,19.97185707092285,364.3055419921875,0,EIG-0|50|20|10|5|1,0,
-47159.340828835724,-5.626503922232276,-26.649619668371624,100,5,1,0,21.274038076400757,385.67956709861755,0,EIG-0|50|20|10|5|1,0,
-47065.66057643462,-5.37706331675571,-26.012248422564532,100,5,1,0,10.483044862747192,396.25965690612793,0,EIG-0|50|20|10|5|1,0,
-46979.11426061363,-5.452389363374632,-49.74836855150937,100,10,1,0,10.87264609336853,407.2287609577179,0,EIG-0|50|20|10|5|1,0,
-46835.6846639354,-5.523645071709268,-26.067819235327697,100,5,1,0,17.235502004623413,424.561154127121,0,EIG-0|50|20|10|5|1,0,
-46761.82793447837,-5.324289822346587,-5.324289822346587,99,1,1,0,13.741775035858154,438.39947414398193,0,EIG-0|50|20|10|5|1,0,
-46744.15915739072,-5.299859939141812,-5.299859939141812,99,1,1,0,5.340549945831299,443.8365659713745,0,EIG-0|50|20|10|5|1,0,
-46727.610859926506,-5.456882323550032,-49.00888668211606,100,10,1,0,6.939357042312622,450.87426710128784,0,EIG-0|50|20|10|5|1,0,
-46613.1630114334,-5.556290389215254,-25.534006871898953,100,5,1,0,13.793084144592285,464.7639660835266,0,EIG-0|50|20|10|5|1,0,
-46553.65444019873,-5.39626344892127,-25.655751777559384,100,5,1,0,8.889469861984253,473.74817085266113,0,EIG-0|50|20|10|5|1,0,
-46490.142545171715,-5.487959608274068,-91.47982937450139,100,20,1,0,9.317686080932617,483.1610448360443,0,EIG-0|50|20|10|5|1,0,
-46306.41513451638,-5.447414778395924,-48.938161188641644,100,10,1,0,22.490757942199707,505.7484440803528,0,EIG-0|50|20|10|5|1,0,
-46196.989426602144,-5.123995792453145,-254.5730871029878,100,119,1,0,17.374186038970947,523.2172441482544,0,EIG-0|50|20|10|5|1,0,
-45887.621695045535,-6.367730367649791,-170.38162905424198,100,50,1,0,28.400065183639526,551.712201833725,0,EIG-0|50|20|10|5|1,0,
-45652.64899494974,-5.162107365469298,-46.038677833424174,100,10,1,0,26.518210887908936,578.3258228302002,0,EIG-0|50|20|10|5|1,0,
-45573.52450193116,-5.1992687346609125,-24.40870458847659,100,5,1,0,17.575512886047363,595.9959559440613,0,EIG-0|50|20|10|5|1,0,
-45532.32339127075,-4.983306762773377,-238.36090212761871,100,116,1,0,14.405879020690918,610.4974410533905,0,EIG-0|50|20|10|5|1,0,
