lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-196843.5,-7.509573485132517,-262.67223995428213,100,50,1,0,0.9101688861846924,1.0074779987335205,0,EIG-0|50|20|10|5|1,0,0.8460721969604492
-151432.34655807796,-7.42795885387742,-259.52777074242726,100,50,1,0,9.852573871612549,10.964600086212158,0,EIG-0|50|20|10|5|1,0,
-123960.67168961983,-7.422501176603742,-7.422501176603742,100,1,1,0,11.567882061004639,22.631698846817017,0,EIG-0|50|20|10|5|1,0,
-123077.77646571715,-7.230611094292927,-34.32240728540861,100,5,1,0,1.9929771423339844,24.72188901901245,0,EIG-0|50|20|10|5|1,0,
-119776.27554221735,-7.146090551364332,-65.31697756075394,100,10,1,0,3.8749589920043945,28.693007946014404,0,EIG-0|50|20|10|5|1,0,
-114675.70755081858,-7.209199426150467,-34.27582741812084,100,5,1,0,6.207237958908081,34.993064880371094,0,EIG-0|50|20|10|5|1,0,
-112032.56128928965,-6.9796040820705505,-65.70096968801269,100,10,1,0,4.2493979930877686,39.33606505393982,0,EIG-0|50|20|10|5|1,0,
-107682.73175178435,-7.143262458085227,-65.66210359494318,100,10,1,0,5.643766164779663,45.071632862091064,0,EIG-0|50|20|10|5|1,0,
-103607.22154266565,-7.16448750134353,-7.16448750134353,100,1,1,0,6.436666965484619,51.60238790512085,0,EIG-0|50|20|10|5|1,0,
-103138.85503215867,-6.906138529093473,-121.75850917996786,100,20,1,0,1.7660419940948486,53.46235990524292,0,EIG-0|50|20|10|5|1,0,
-97154.1163720621,-6.972254130068763,-65.0005620581508,100,10,1,0,8.625947952270508,62.18026375770569,0,EIG-0|50|20|10|5|1,0,
-94041.39260955183,-6.9775073836859125,-249.91012827717535,100,50,1,0,9.577936887741089,71.85193490982056,0,EIG-0|50|20|10|5|1,0,
-85217.7295910575,-7.074748867859383,-248.76489732256792,100,50,1,0,19.592488050460815,91.53623485565186,0,EIG-0|50|20|10|5|1,0,
-78017.25689405999,-6.909578204896905,-119.83766484633381,100,20,1,0,18.91678810119629,110.5479428768158,0,EIG-0|50|20|10|5|1,0,
-74736.5168212627,-6.979735429482102,-6.979735429482102,99,1,1,0,13.57817792892456,124.21992588043213,0,EIG-0|50|20|10|5|1,0,
-74519.51661520652,-6.819329710999766,-117.60550847448756,100,20,1,0,3.3052568435668945,127.61783075332642,0,EIG-0|50|20|10|5|1,0,
-71805.98783125538,-6.928167665625394,-243.75948240340833,100,50,1,0,13.970854997634888,141.6812620162964,0,EIG-0|50|20|10|5|1,0,
-67488.4742280927,-6.805945900758195,-6.805945900758195,100,1,1,0,20.16301202774048,161.94101285934448,0,EIG-0|50|20|10|5|1,0,
-67326.73781155558,-6.846964365690332,-61.993373213564844,100,10,1,0,2.9429259300231934,164.9778130054474,0,EIG-0|50|20|10|5|1,0,
-66196.39433932143,-6.818722324863804,-61.76457163280773,100,10,1,0,9.89837384223938,174.9692509174347,0,EIG-0|50|20|10|5|1,0,
-65145.6613481787,-6.622580189682597,-6.622580189682597,100,1,1,0,11.154353857040405,186.21661901474,0,EIG-0|50|20|10|5|1,0,
-65027.359780082035,-6.750438003498056,-353.2615745752312,100,122,1,0,4.172879934310913,190.48727178573608,0,EIG-0|50|20|10|5|1,0,
-61210.84561756402,-6.579309925118639,-60.362929412704695,100,10,1,0,29.260332822799683,219.84368896484375,0,EIG-0|50|20|10|5|1,0,
-60424.78995686122,-6.468620802899458,-31.217715490242778,100,5,1,0,12.57716703414917,232.5190179347992,0,EIG-0|50|20|10|5|1,0,
-60023.309981807266,-6.28251313727838,-231.21895295398076,100,50,1,0,7.827685117721558,240.44695687294006,0,EIG-0|50|20|10|5|1,0,
-57984.82946205572,-6.61994469793272,-333.1748246197249,100,120,1,0,25.543609857559204,266.08707189559937,0,EIG-0|50|20|10|5|1,0,
-55678.20752393766,-6.1815536718478965,-29.61326161151616,100,5,1,0,25.43602705001831,291.6223659515381,0,EIG-0|50|20|10|5|1,0,
-55408.47936378186,-6.163351918381606,-29.633110502381776,100,5,1,0,9.74834680557251,301.4653089046478,0,EIG-0|50|20|10|5|1,0,
-55163.67125407411,-5.995482905042035,-5.995482905042035,100,1,1,0,8.325482845306396,309.8860430717468,0,EIG-0|50|20|10|5|1,0,
-55114.1335654772,-6.123492090194182,-6.123492090194182,100,1,1,0,5.1524879932403564,315.13766503334045,0,EIG-0|50|20|10|5|1,0,
-55065.915321698645,-6.190108921771562,-29.563885200751386,100,5,1,0,4.542919874191284,319.77448892593384,0,EIG-0|50|20|10|5|1,0,
-54859.9022776978,-6.110772564226068,-6.110772564226068,100,1,1,0,10.119441032409668,329.99131989479065,0,EIG-0|50|20|10|5|1,0,
