lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-99399.5,-6.463996010485235,-30.508190491118814,100,5,1,0,0.7143700122833252,0.8122599124908447,0,EIG-0|50|20|10|5|1,0,0.8211829662322998
-99399.5,-6.889084344135682,-349.5786860004518,100,119,1,0,0.2873499393463135,1.1894738674163818,0,EIG-0|50|20|10|5|1,0,
-97663.8205240767,-7.3156606060601,-259.83590272488965,100,50,1,0,6.81321907043457,8.096521139144897,0,EIG-0|50|20|10|5|1,0,
-88385.03029880152,-7.122489310387838,-384.53499257467666,100,122,1,0,9.487499952316284,17.675307035446167,0,EIG-0|50|20|10|5|1,0,
-74997.47094031777,-7.231852111936836,-66.90342408560176,100,10,1,0,12.618228912353516,30.38766098022461,0,EIG-0|50|20|10|5|1,0,
-72458.93482076655,-7.288742046649979,-257.29107160498904,100,50,1,0,5.129042863845825,35.60759520530701,0,EIG-0|50|20|10|5|1,0,
-65369.234950355836,-7.131735710399994,-65.73663469196978,100,10,1,0,13.021560907363892,48.72238898277283,0,EIG-0|50|20|10|5|1,0,
-63531.46800429653,-7.188839691328624,-7.188839691328624,99,1,1,0,5.895905017852783,54.71243095397949,0,EIG-0|50|20|10|5|1,0,
-63332.48319034574,-7.008858085232107,-254.8863081857056,100,50,1,0,1.6571099758148193,56.46081900596619,0,EIG-0|50|20|10|5|1,0,
-58370.515438706265,-7.0677192227138015,-7.0677192227138015,100,1,1,0,14.439355850219727,70.99332118034363,0,EIG-0|50|20|10|5|1,0,
-58193.923215788855,-6.964021778182818,-33.43325690299674,100,5,1,0,2.0690319538116455,73.15700793266296,0,EIG-0|50|20|10|5|1,0,
-57471.42831147746,-7.093099285164959,-119.84626109676643,100,20,1,0,6.821120977401733,80.07293510437012,0,EIG-0|50|20|10|5|1,0,
-55457.895941741444,-6.860120642258559,-120.043504320505,100,20,1,0,12.565844774246216,92.72977900505066,0,EIG-0|50|20|10|5|1,0,
-53638.36417349034,-7.169763314173054,-64.6879472385919,100,10,1,0,13.165456056594849,105.98837304115295,0,EIG-0|50|20|10|5|1,0,
-52674.0963269133,-6.872149272528147,-118.10838906674596,100,20,1,0,9.824247121810913,115.90390801429749,0,EIG-0|50|20|10|5|1,0,
